index,Company,TypeName,Inches,screen_type,touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
724,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050 Ti",windows,2.70,71847
725,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,4,HDD,1,0,Intel," HD Graphics 620",N/A,1.90,26102
727,Dell,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i3",2.40,4,HDD,1,0,Intel," HD Graphics 620",windows,1.71,34579
728,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,HDD,1,0,AMD," Radeon R7 M445",linux,2.32,31410
729,HP,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A9-Series 9420",3.00,4,HDD,1,0,AMD," Radeon 520",windows,2.10,26054
730,Acer,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.60,16,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,4.20,103097
731,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,12,HDD,1,0,Intel," HD Graphics 620",windows,2.25,34579
732,HP,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A9-Series A9-9420",3.00,6,Hybrid,128,1,AMD," Radeon 520",windows,2.10,34632
733,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,4,HDD,500,0,Intel," HD Graphics 620",windows,2.40,29784
734,Lenovo,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.44,51149
735,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,4,HDD,1,0,Intel," HD Graphics 620",windows,1.85,41505
736,HP,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,256,0,Nvidia," Quadro M2200",windows,2.60,128884
737,Dell,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i5",1.60,8,HDD,1,0,Intel," UHD Graphics 620",windows,1.55,35112
738,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1060",windows,1.80,111594
739,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,2.40,21887
740,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,Hybrid,128,1,Nvidia," GeForce 940MX",windows,2.00,64309
741,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,8,SSD,256,0,Intel," HD Graphics 520",windows,2.00,35431
742,Toshiba,Notebook,14,"ips display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.25,81785
743,Lenovo,"2 in 1 Convertible",14,"full hd display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.70,53227
744,Lenovo,Workstation,15.6,"ips display",0,3840,2160,Intel,"Core i7",2.80,16,SSD,1,0,Nvidia," Quadro M520M",windows,2.50,175771
745,Acer,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.60,2,"Flash Storage",32,0,Intel," HD Graphics 400",NULL,1.68,17582
746,Samsung,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,256,0,Intel," HD Graphics 620",windows,0.81,87859
748,Dell,Notebook,14,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.60,60031
749,HP,Workstation,17.3,"ips display",0,1920,1080,Intel,"Xeon E3-1535M",2.90,16,SSD,256,0,Nvidia," Quadro M2000M",windows,3.00,233846
750,Lenovo,Netbook,11.6,"touchscreen display",1,1366,768,Intel,"Celeron Dual",1.60,4,SSD,128,0,Intel," HD Graphics 400",windows,1.40,25308
751,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.40,8,SSD,256,0,Intel," HD Graphics 520",windows,1.84,101232
752,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.30,4,HDD,1,0,Nvidia," GeForce GTX 950M",N/A,2.45,30849
754,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Core i7",2.70,4,SSD,256,0,Intel," HD Graphics 620",windows,2.37,45283
755,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,3200,1800,Intel,"Core i5",1.80,8,SSD,256,0,Intel," HD Graphics 540",windows,1.30,63883
756,HP,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.20,58555
757,HP,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.60,8,SSD,256,0,Nvidia," Quadro M1000M",windows,2.59,83170
758,Dell,Gaming,15.6,"ips display",0,3840,2160,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,4.42,152860
759,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,4,SSD,256,0,Intel," HD Graphics 620",windows,2.10,31915
760,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.50,55837
761,Dell,Ultrabook,12.5,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,256,0,Intel," HD Graphics 620",windows,1.18,99048
762,Google,Ultrabook,12.3,"touchscreen display",1,2400,1600,Intel,"Core i5",1.20,8,SSD,256,0,Intel," HD Graphics 615",NULL,1.10,83064
763,Asus,Ultrabook,13.3,"ips display",0,3200,1800,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.20,60153
764,Dell,Notebook,13.3,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,1.65,45235
765,Acer,Notebook,13.3,N/A,0,1366,768,Intel,"Core i5",2.30,4,SSD,128,0,Intel," HD Graphics 520",windows,1.60,34898
766,Asus,Notebook,17.3,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,HDD,1,0,Nvidia," GeForce 920MX",windows,2.80,25060
767,Dell,Gaming,15.6,"ips display",1,3840,2160,Intel,"Core i7",2.60,16,Hybrid,128,1,Nvidia," GeForce GTX 960M",windows,2.72,58555
768,Samsung,Ultrabook,13.3,"full hd display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.31,85195
769,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,HDD,1,0,Intel," HD Graphics 505",linux,2.10,15877
770,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,NULL,NULL,0,AMD," Radeon R7 M445",windows,2.30,62938
771,Samsung,"2 in 1 Convertible",15,"full hd display",1,1920,1080,Intel,"Core i7",2.70,16,SSD,256,0,AMD," Radeon 540",windows,1.71,95851
772,Toshiba,Notebook,14,"ips display",0,1366,768,Intel,"Core i5",2.30,4,SSD,128,0,Intel," HD Graphics 520",windows,1.75,54346
773,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050",windows,2.62,58555
775,Asus,"2 in 1 Convertible",15.6,"full hd display",1,1920,1080,Intel,"Core i7",2.70,12,HDD,2,0,Nvidia," GeForce 940MX",windows,2.30,44702
776,Lenovo,Notebook,15.6,"4k display",0,3840,2160,Intel,"Core i7",2.70,16,SSD,512,0,Nvidia," Quadro M2000M",windows,2.50,126274
777,Acer,Notebook,14,"ips display",0,1920,1080,Intel,"Core i3",2.40,4,SSD,128,0,Intel," HD Graphics 620",windows,1.80,33886
778,Razer,Gaming,14,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce GTX 1060",windows,1.95,154459
779,Asus,Notebook,15.6,N/A,0,1920,1080,Intel,"Pentium Dual",1.10,8,SSD,128,0,Intel," HD Graphics 505",windows,2.00,31004
780,Dell,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,32,Hybrid,1,1,Nvidia," GeForce GTX 1070M",windows,4.42,191211
781,Asus,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.60,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,4.30,125208
782,Toshiba,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.60,16,SSD,512,0,Nvidia," GeForce 930M",windows,1.47,93986
783,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Quad",1.60,8,HDD,1,0,Intel," HD Graphics 405",N/A,2.20,17529
784,Lenovo,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.70,122491
785,MSI,Gaming,14,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1060",windows,1.60,100752
786,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.20,58022
787,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,4,HDD,1,0,Nvidia," GeForce GTX 1050",windows,2.40,53227
788,Acer,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1060",windows,4.20,122491
789,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.62,52481
790,Asus,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX1060",windows,2.24,71342
791,Vero,Notebook,14,N/A,0,1920,1080,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.22,10811
792,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.37,104962
793,Lenovo,"2 in 1 Convertible",15.6,"full hd display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,AMD," Radeon R7 M460",windows,2.08,51096
794,Apple,Ultrabook,12,"ips display",0,2304,1440,Intel,"Core M",1.20,8,"Flash Storage",512,0,Intel," HD Graphics 5300",macos,0.92,62071
795,Lenovo,"2 in 1 Convertible",14,"ips display",1,2560,1440,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.42,124142
796,Asus,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.63,15931
797,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,128,0,Intel," HD Graphics 620",windows,1.95,43157
798,Lenovo,"2 in 1 Convertible",13.9,"ips display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.38,71875
799,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,8,SSD,256,0,AMD," Radeon R5 M420X",windows,2.00,39374
800,HP,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," Quadro M2200",windows,3.14,110018
801,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.37,58555
802,Dell,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.29,79867
803,Dell,Notebook,15.6,"4k display",1,3840,2160,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.06,93187
804,Dell,Netbook,11.6,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,SSD,128,0,Intel," HD Graphics 505",windows,1.63,39640
805,HP,Netbook,12.5,N/A,0,1366,768,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,1.26,74006
806,Toshiba,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.30,4,HDD,500,0,Intel," HD Graphics 520",windows,2.10,41558
807,HP,Notebook,15.6,N/A,0,1366,768,AMD,"A12-Series 9700P",2.50,8,HDD,2,0,AMD," Radeon R7 Graphics",windows,2.04,33513
808,Dell,Gaming,15.6,"4k display",0,3840,2160,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce GTX 1050 Ti",windows,2.62,89457
809,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,HDD,1,0,Nvidia," GeForce 920M",windows,2.40,32448
810,HP,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,12,HDD,1,0,AMD," Radeon RX 580",windows,3.74,93187
811,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,512,1,Nvidia," GeForce GTX 1070",windows,2.90,128671
812,Samsung,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,0.81,79867
813,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,Nvidia," GeForce GT 940MX",windows,1.98,51202
814,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,AMD," Radeon R5 M420",windows,2.18,42081
815,Lenovo,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.32,99048
816,Razer,Ultrabook,12.5,"ips display",1,3840,2160,Intel,"Core i7",2.50,16,SSD,512,0,Intel," HD Graphics 620",windows,1.29,95851
817,HP,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel," HD Graphics 400",NULL,1.23,20513
818,Dell,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,4.36,133467
819,Dell,Notebook,14,N/A,0,1366,768,Intel,"Core i5",2.30,4,HDD,500,0,Intel," HD Graphics 520",windows,1.76,40226
820,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,2.10,26102
821,Toshiba,Ultrabook,14,N/A,0,1366,768,Intel,"Core i5",2.50,4,SSD,128,0,Intel," HD Graphics 620",windows,1.25,58075
822,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.13,133147
823,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.40,63883
824,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,"Flash Storage",256,0,Intel," HD Graphics 620",windows,1.13,99900
825,Toshiba,Notebook,14,N/A,0,1366,768,Intel,"Pentium Dual",2.10,4,SSD,128,0,Intel," HD Graphics 510",windows,1.75,26587
826,Asus,"2 in 1 Convertible",13.3,"touchscreen display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.10,72354
827,Dell,Notebook,14,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,1.76,31169
828,Acer,Netbook,11.6,"ips display",0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel," HD Graphics 400",NULL,1.35,18914
829,Acer,Notebook,14,"ips display",0,1920,1080,Intel,"Core i3",2.40,8,SSD,128,0,Intel," HD Graphics 620",windows,1.50,32980
830,Razer,Gaming,17.3,"4k display",1,3840,2160,Intel,"Core i7",2.90,32,SSD,512,0,Nvidia," GeForce GTX 1080",windows,3.49,292987
831,Lenovo,Ultrabook,14,"ips display",0,2560,1440,Intel,"Core i7",2.60,16,SSD,512,0,Intel," HD Graphics 520",windows,1.10,111835
832,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,HDD,1,0,Nvidia," GeForce 920",linux,2.10,27652
833,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,1.70,63190
834,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,1.32,87912
835,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,3.21,147832
836,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,2.90,128884
837,Toshiba,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.40,4,HDD,500,0,Intel," HD Graphics 620",windows,2.00,35644
838,Lenovo,Notebook,14,N/A,0,1366,768,Intel,"Celeron Quad",1.60,4,"Flash Storage",16,0,Intel," HD Graphics 400",NULL,1.50,17316
839,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,128,0,Intel," HD Graphics 620",windows,2.30,31435
840,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.60,16,Hybrid,512,1,Nvidia," GeForce GTX 1060",windows,2.73,95851
841,Dell,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,32,Hybrid,512,1,Nvidia," GeForce GTX 1070",windows,4.42,163724
842,HP,Notebook,17.3,N/A,0,1600,900,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce 930MX",windows,2.63,48485
843,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,128,0,Intel," HD Graphics 620",windows,2.18,38041
844,HP,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.50,8,SSD,512,0,Intel," HD Graphics 520",windows,1.54,99634
845,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,4,SSD,256,0,AMD," Radeon R5 M420",windows,2.18,39374
846,HP,"2 in 1 Convertible",11.6,"touchscreen display",1,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",NULL,1.40,32767
847,Asus,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,512,0,Nvidia," GeForce 940M",windows,1.45,54665
848,HP,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.28,121319
849,HP,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.50,8,SSD,512,0,Intel," HD Graphics 520",windows,1.54,78215
850,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,SSD,128,0,Intel," HD Graphics 400",N/A,1.86,15931
851,Asus,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,2.10,101179
852,Dell,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,AMD," Radeon R7 M445",linux,2.83,46087
853,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce GT 940MX",windows,1.96,101392
854,Asus,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia," GeForce GTX 930MX",windows,2.30,41931
855,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,128,0,Intel," HD Graphics 620",windows,1.90,50350
856,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,HDD,1,0,Intel," HD Graphics 505",windows,2.00,23923
857,HP,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Intel," HD Graphics 620",windows,1.28,136344
858,Dell,Notebook,13.3,"full hd display",1,1920,1080,Intel,"Core i5",2.30,8,HDD,1,0,Intel," HD Graphics 520",windows,1.62,34579
859,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",N/A,2.20,24988
860,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",windows,2.30,45323
861,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,SSD,256,0,AMD," Radeon R7 M465",windows,1.84,71875
862,Toshiba,Notebook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,128,0,Intel," HD Graphics 620",windows,1.05,68465
863,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 1050",N/A,2.50,54186
864,Dell,Ultrabook,13.3,"quad display",1,3200,1800,Intel,"Core i7",2.50,16,SSD,512,0,Intel," Iris Plus Graphics 640",windows,1.29,119347
865,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.30,4,HDD,500,0,Intel," HD Graphics 520",windows,2.07,48485
866,Toshiba,Ultrabook,13.3,N/A,0,1366,768,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,1.20,58342
867,Lenovo,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.37,103896
868,Acer,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.56,48059
869,Dell,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," Quadro M620",windows,2.23,94732
870,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,4,HDD,500,0,Intel," HD Graphics 620",windows,2.38,56210
871,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M430",N/A,2.20,25521
872,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,2.00,73953
873,Lenovo,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i3",2.40,4,SSD,180,0,Intel," HD Graphics 620",windows,1.44,39161
874,Samsung,Ultrabook,15,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,256,0,Nvidia," GeForce 940MX",windows,1.23,98515
875,Dell,Ultrabook,12.5,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Intel," HD Graphics 620",windows,1.60,90043
876,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,HDD,1,0,Intel," HD Graphics 505",linux,2.00,21258
877,Xiaomi,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Nvidia," GeForce 940MX",windows,1.28,49817
878,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,Hybrid,128,1,Nvidia," GeForce 940MX",windows,2.18,48618
879,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,256,0,Intel," HD Graphics 620",windows,2.04,44702
880,HP,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i5",2.50,4,SSD,256,0,Intel," HD Graphics 620",windows,1.28,90576
881,HP,"2 in 1 Convertible",15.6,"touchscreen display",1,1366,768,Intel,"Core i5",2.50,4,HDD,500,0,Intel," HD Graphics 620",windows,2.30,36486
882,Asus,Notebook,14.1,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.65,18541
883,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.50,8,HDD,1,0,Nvidia," GeForce 940MX",windows,2.20,35644
884,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.60,4,HDD,500,0,Intel," HD Graphics",windows,2.20,19660
885,HP,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i5",2.50,4,SSD,256,0,Intel," HD Graphics 620",windows,1.28,95851
886,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M420X",linux,2.18,24280
887,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,12,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.20,72988
888,Acer,Netbook,11.6,"ips display",0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel," HD Graphics 400",NULL,1.25,15824
889,Lenovo,Notebook,17.3,N/A,0,1600,900,AMD,"A4-Series 7210",2.20,4,HDD,500,0,AMD," Radeon R3",windows,2.80,20193
890,HP,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,128,0,Intel," HD Graphics 620",windows,1.95,67399
891,HP,"2 in 1 Convertible",13.3,"quad display",1,3200,1800,Intel,"Core i7",2.70,16,SSD,256,0,Intel," HD Graphics 620",windows,1.42,74539
892,Samsung,Ultrabook,15,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.17,90523
893,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.32,95851
894,MSI,Gaming,17.3,"ips display",0,3840,2160,Intel,"Core i7",2.60,16,Hybrid,512,2,Nvidia," GeForce GTX 1060",windows,2.43,141139
895,Toshiba,Notebook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.05,78588
896,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050Ti",linux,2.62,49497
897,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,Nvidia," GeForce 930MX",windows,2.04,47952
898,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M420X",windows,2.18,32714
899,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,HDD,500,0,Intel," HD Graphics 620",windows,1.90,49817
900,Dell,"2 in 1 Convertible",13.3,"quad display",1,3200,1800,Intel,"Core i7",1.30,8,SSD,512,0,Intel," HD Graphics 615",windows,1.24,107258
901,Asus,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,32,SSD,256,256,Nvidia," GeForce GTX 980M",windows,3.58,68145
902,Dell,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i7",1.30,16,SSD,256,0,Intel," HD Graphics 615",windows,1.22,87859
903,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,"Flash Storage",256,0,Intel," HD Graphics 620",windows,1.13,109171
904,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,512,0,Intel," HD Graphics 620",windows,1.95,104588
